"start","end","interviewdate","pop_groups","X_geopoint_longitude","X_geopoint_latitude","id","drinking_water_source","drinking_water_location","electicity_or_light_source_most_used","main_toilet_facility","cooking_at_hh_level","hh_cooking_source","hh_cooking_fuel","land_ownership","landownership_legal_docs","Improved_dw","Improved_dw_final","electricity","shared_san_facility","Improved_san","crowding_cat","Clean_cookingfuel","time_to_access_water_min","hh_size_001","lat","lon","living_conditions_score","living_conditions_category"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7800712,9.2250593,971,"Bottled Water","NA","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",1,0,0,1,0,0,0,0,3,9.2250593,29.7800712,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7787044,9.2282693,972,"Rain Water Collection","In Own Yard/Plot","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",0,0,0,1,0,0,0,0,3,9.2282693,29.7787044,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7805689,9.2255514,973,"Sachet Water","NA","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",0,0,0,1,0,0,0,0,4,9.2255514,29.7805689,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7828563,9.2226776,974,"Bottled Water","NA","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",1,0,0,1,0,0,0,0,3,9.2226776,29.7828563,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7815571,9.2247566,975,"Bottled Water","NA","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",1,0,0,1,0,0,0,0,3,9.2247566,29.7815571,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7801733,9.2261331,976,"Rain Water Collection","In Own Yard/Plot","Don't know","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",0,0,0,1,0,0,0,0,4,9.2261331,29.7801733,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7797967,9.2259383,977,"Rain Water Collection","In Own Yard/Plot","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Liquid fuel stove","Woodchips","Government Agency Or Municipality","Yes",0,0,0,1,0,0,0,0,4,9.2259383,29.7797967,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7799337,9.2257968,978,"Bottled Water","NA","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",1,0,0,1,0,0,0,0,3,9.2257968,29.7799337,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7771398,9.2262896,979,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",0,0,0,1,0,0,0,0,3,9.2262896,29.7771398,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7796311,9.2259789,980,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",0,0,0,1,0,0,0,0,3,9.2259789,29.7796311,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7809972,9.2247219,981,"Bottled Water","NA","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",1,0,0,1,0,0,0,0,3,9.2247219,29.7809972,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7817159,9.224752,982,"Bottled Water","NA","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",1,0,0,1,0,0,0,0,3,9.224752,29.7817159,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7801009,9.2247511,983,"Bottled Water","NA","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","Yes",1,0,0,1,0,0,0,0,3,9.2247511,29.7801009,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7793074,9.2298495,984,"Tube Well/Borehole","In Own Yard/Plot","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,4,9.2298495,29.7793074,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7787773,9.2260938,985,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,1,0,0,6,9.2260938,29.7787773,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7788284,9.2261884,987,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2261884,29.7788284,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.779065,9.2303486,988,"Tube Well/Borehole","In Own Dwelling","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,1,0,0,0,0,4,9.2303486,29.779065,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.778986,9.2258838,989,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2258838,29.778986,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.779069,9.2303311,990,"Tube Well/Borehole","In Own Dwelling","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2303311,29.779069,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7791682,9.2304387,991,"Tube Well/Borehole","In Own Dwelling","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2304387,29.7791682,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7791164,9.2298334,992,"Tube Well/Borehole","In Own Dwelling","Dry cell battery / torch","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2298334,29.7791164,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7788904,9.2300506,993,"Public Tap/Standpipe","In Own Dwelling","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",0,0,0,1,0,0,0,0,4,9.2300506,29.7788904,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7788203,9.228415,994,"Public Tap/Standpipe","In Own Yard/Plot","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,5,9.228415,29.7788203,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7781787,9.2290253,995,"Public Tap/Standpipe","In Own Yard/Plot","Don't know","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,1,0,0,4,9.2290253,29.7781787,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7786183,9.2278069,996,"Public Tap/Standpipe","In Own Yard/Plot","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,4,9.2278069,29.7786183,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7785201,9.2297922,997,"Public Tap/Standpipe","In Own Yard/Plot","Don't know","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,1,0,0,4,9.2297922,29.7785201,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7813904,9.2250255,998,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2250255,29.7813904,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.778237,9.2292937,999,"Public Tap/Standpipe","In Own Yard/Plot","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,5,9.2292937,29.778237,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7782189,9.2303411,1000,"Public Tap/Standpipe","In Own Yard/Plot","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,5,9.2303411,29.7782189,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7784101,9.230394,1001,"Public Tap/Standpipe","In Own Yard/Plot","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,4,9.230394,29.7784101,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7784604,9.2304884,1002,"Public Tap/Standpipe","In Own Yard/Plot","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,5,9.2304884,29.7784604,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7785837,9.2304727,1003,"Public Tap/Standpipe","In Own Yard/Plot","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,4,9.2304727,29.7785837,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7788274,9.2305496,1004,"Public Tap/Standpipe","In Own Yard/Plot","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,5,9.2305496,29.7788274,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7788954,9.2282278,1005,"Public Tap/Standpipe","In Own Yard/Plot","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Woodchips","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,4,9.2282278,29.7788954,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7790067,9.2251688,1006,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2251688,29.7790067,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7812335,9.2257668,1007,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2257668,29.7812335,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7814777,9.2258072,1008,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,2,9.2258072,29.7814777,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7804612,9.2251089,1009,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,1,0,0,4,9.2251089,29.7804612,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7810993,9.2252636,1010,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2252636,29.7810993,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7808876,9.2252049,1011,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,2,9.2252049,29.7808876,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7804852,9.2258609,1012,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,2,9.2258609,29.7804852,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7790523,9.225852,1013,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,1,0,0,4,9.225852,29.7790523,1,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7794903,9.2255917,1014,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",0,0,0,1,0,0,0,0,2,9.2255917,29.7794903,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7795818,9.2256933,1015,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2256933,29.7795818,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7790673,9.2259688,1016,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2259688,29.7790673,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7792546,9.2258888,1017,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,3,9.2258888,29.7792546,0,"Poor"
2023-12-08,2023-12-08,2023-12-08,"IDPs",29.7793324,9.2258159,1018,"Piped Into Yard/Plot","NA","Dry cell battery / torch","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,4,9.2258159,29.7793324,0,"Poor"
2023-12-04,2023-12-04,2023-12-04,"IDPs",29.8076323,9.2703553,1019,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,5,9.2703553,29.8076323,0,"Poor"
2023-12-04,2023-12-04,2023-12-04,"IDPs",29.8072256,9.2699374,1020,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Don't know","No",0,0,0,1,0,1,0,0,4,9.2699374,29.8072256,1,"Poor"
2023-12-04,2023-12-04,2023-12-04,"IDPs",29.8070287,9.2694686,1021,"Tube Well/Borehole","In Own Yard/Plot","Local mini grid","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,1,1,0,0,0,0,3,9.2694686,29.8070287,1,"Poor"
2023-12-10,2023-12-10,2023-12-10,"IDPs",31.5047035,6.0475934,1022,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,0,1,0,0,5,9,6.0475934,31.5047035,1,"Poor"
2023-12-10,2023-12-10,2023-12-10,"IDPs",31.5047035,6.0475934,1023,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,1,0,0,0,135,6,6.0475934,31.5047035,0,"Poor"
2023-12-10,2023-12-10,2023-12-10,"IDPs",31.5014911,6.0498149,1024,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,1,0,0,0,60,7,6.0498149,31.5014911,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4979218,6.0503321,1025,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,1,0,0,0,20,5,6.0503321,31.4979218,0,"Poor"
2023-12-10,2023-12-10,2023-12-10,"IDPs",31.5047035,6.0475934,1026,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,1,0,0,0,30,2,6.0475934,31.5047035,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4968509,6.0506888,1027,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,85,7,6.0506888,31.4968509,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4968509,6.0506888,1028,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,1,0,0,0,5,6,6.0506888,31.4968509,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4979218,6.0503321,1029,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Charcoal unprocessed","Unrelated Person","No",0,0,0,1,0,0,0,10,8,6.0503321,31.4979218,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4979218,6.0503321,1030,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,10,5,6.0503321,31.4979218,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4968509,6.0506888,1031,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,3,5,6.0506888,31.4968509,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4968509,6.0506888,1032,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,1,0,0,5,4,6.0506888,31.4968509,1,"Poor"
2023-12-10,2023-12-10,2023-12-10,"IDPs",31.5012061,6.0552278,1033,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","No","0","0","Government Agency Or Municipality","No",0,0,0,0,1,0,0,3,8,6.0552278,31.5012061,1,"Poor"
2023-12-10,2023-12-10,2023-12-10,"IDPs",31.5015528,6.0555001,1034,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,0,0,0,0,7,5,6.0555001,31.5015528,0,"Poor"
2023-12-10,2023-12-10,2023-12-10,"IDPs",31.5010966,6.0562739,1035,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No","0","0","Foreign Government","No",0,0,0,1,0,0,0,10,3,6.0562739,31.5010966,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4996657,6.0447896,1036,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,6,5,6.0447896,31.4996657,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.499663,6.0446589,1037,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No","0","0","Foreign Government","No",0,0,0,1,0,0,0,3,6,6.0446589,31.499663,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4990449,6.0439325,1038,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,14,6,6.0439325,31.4990449,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4987453,6.0440983,1039,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,19,5,6.0440983,31.4987453,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4988369,6.0433207,1040,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,2,5,6.0433207,31.4988369,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.499248,6.0428846,1041,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No","0","0","Government Agency Or Municipality","Don't know",0,0,0,1,0,0,0,10,4,6.0428846,31.499248,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.4995097,6.0430305,1042,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,15,3,6.0430305,31.4995097,0,"Poor"
2023-12-10,2023-12-10,2023-12-10,"IDPs",31.5017211,6.0535415,1043,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,15,1,6.0535415,31.5017211,0,"Poor"
2023-12-10,2023-12-10,2023-12-10,"IDPs",31.5015622,6.0552415,1044,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,1,0,4,8,6.0552415,31.5015622,1,"Poor"
2023-12-10,2023-12-10,2023-12-10,"IDPs",31.5022158,6.0574745,1045,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Friend Or Relative","No",0,0,0,0,1,0,0,0,2,6.0574745,31.5022158,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.5009142,6.0435236,1046,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Government Agency Or Municipality","No",0,0,0,0,1,0,0,0,5,6.0435236,31.5009142,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6044829,6.2153467,1047,"Piped Into Yard/Plot","NA","No electricity in household","Flush/pour-flush to pit latrine","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,4,6.2153467,31.6044829,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6049025,6.2157419,1048,"Tube Well/Borehole","In Own Dwelling","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",0,0,0,1,0,1,0,0,11,6.2157419,31.6049025,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6050101,6.2156295,1049,"Piped Into Yard/Plot","NA","No electricity in household","Flush/pour-flush to pit latrine","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,6,6.2156295,31.6050101,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6050042,6.2158934,1050,"Tube Well/Borehole","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",0,0,0,0,1,0,0,0,4,6.2158934,31.6050042,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6050908,6.2158488,1051,"Piped Into Yard/Plot","NA","No electricity in household","Flush/pour-flush to pit latrine","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,1,0,0,6,6.2158488,31.6050908,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6051708,6.2157005,1052,"Piped Into Yard/Plot","NA","No electricity in household","Flush/pour-flush to open drain","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,9,6.2157005,31.6051708,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6048165,6.2157024,1053,"Tube Well/Borehole","In Own Dwelling","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",0,0,0,1,0,1,0,0,4,6.2157024,31.6048165,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6049199,6.2153711,1054,"Piped Into Yard/Plot","NA","No electricity in household","Flush/pour-flush to septic tank","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,5,6.2153711,31.6049199,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6049449,6.2154663,1055,"Piped Into Yard/Plot","NA","No electricity in household","Flush/pour-flush to pit latrine","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,0,0,0,6,6.2154663,31.6049449,0,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6047741,6.2155405,1056,"Tube Well/Borehole","In Own Dwelling","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",0,0,0,1,0,1,0,0,6,6.2155405,31.6047741,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6047037,6.2154272,1057,"Piped Into Yard/Plot","NA","No electricity in household","Flush/pour-flush to septic tank","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,1,0,0,14,6.2154272,31.6047037,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6048477,6.2156781,1058,"Tube Well/Borehole","In Own Dwelling","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",0,0,0,1,0,1,0,0,9,6.2156781,31.6048477,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6046836,6.215819,1059,"Tube Well/Borehole","In Own Dwelling","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",0,0,0,1,0,1,0,0,6,6.215819,31.6046836,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6048143,6.2152638,1060,"Piped Into Yard/Plot","NA","No electricity in household","Flush/pour-flush to pit latrine","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,1,0,0,5,6.2152638,31.6048143,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6043228,6.2156924,1061,"Tube Well/Borehole","In Own Dwelling","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",0,0,0,1,0,1,0,0,8,6.2156924,31.6043228,1,"Poor"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6046028,6.2147684,1062,"Tube Well/Borehole","In Own Dwelling","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",0,0,0,0,1,1,0,0,4,6.2147684,31.6046028,2,"Good"
2023-12-11,2023-12-11,2023-12-11,"IDPs",31.6046607,6.215291,1063,"Piped Into Yard/Plot","NA","No electricity in household","Flush/pour-flush to septic tank","No","0","0","Government Agency Or Municipality","No",0,0,0,1,0,1,0,0,5,6.215291,31.6046607,1,"Poor"
